boosting_type,class_weight,colsample_bytree,learning_rate,min_child_samples,num_leaves,reg_alpha,reg_lambda,subsample_for_bin,subsample,metric,verbose,loss,iteration,boosting_int
gbdt,,0.7101978328850983,0.01328163410443713,185,37,0.3376170461454956,0.5694962429069574,20000,0.8579096240624903,auc,1,0.2363897530215331,265,1
gbdt,balanced,0.645908775480144,0.055745963911739096,185,72,0.28479836309355705,0.7603639576426502,40000,0.6532692707868719,auc,1,0.23639295226223775,224,1
gbdt,,0.645969666023266,0.01832957002544449,295,85,0.9102299628977125,0.7105118109760341,60000,0.8653515558932432,auc,1,0.23643146061317555,387,1
gbdt,balanced,0.7513257255204279,0.02717996075347581,235,53,0.19685736450593483,0.5811263423674845,180000,0.9755774100870255,auc,1,0.2364435390644335,414,1
gbdt,balanced,0.6408387470105671,0.01782171969481971,295,72,0.7936670058280506,0.8486252403712664,200000,0.8024068479571387,auc,1,0.2364468210054541,476,1
gbdt,balanced,0.7070971203228741,0.012862231952086961,190,37,0.06254575121717315,0.926919424640658,40000,0.6750207043957472,auc,1,0.2365129450945032,357,1
gbdt,balanced,0.6794982127144399,0.01664394253900918,355,56,0.21967521473416515,0.7080628627759895,140000,0.9603959670449342,auc,1,0.2365154799292781,492,1
gbdt,,0.7160928164313357,0.03657505093020949,185,59,0.7602824608202225,0.8373475339908846,60000,0.7610704571226624,auc,1,0.23653592288674896,155,1
gbdt,balanced,0.711640751203424,0.02546180412001766,290,38,0.6545609102981093,0.5164596825533937,220000,0.9671998261431156,auc,1,0.2365414338115449,417,1
gbdt,,0.6120915484174402,0.02030787873159498,290,105,0.7250388520435599,0.9817376709931122,220000,0.8894807935101241,auc,1,0.23654509028687865,62,1
gbdt,balanced,0.7238489535685355,0.018702800488118263,210,59,0.4703644329069131,0.46470431832867787,200000,0.984550108298589,auc,1,0.2365746378483071,470,1
gbdt,balanced,0.693367880466638,0.03456734025474527,215,56,0.6156257026887945,0.5308159903004851,220000,0.920371508027918,auc,1,0.23657683010753505,425,1
dart,,0.734794966483855,0.028190574660076007,225,39,0.32899006448159934,0.6698961015139764,100000,0.565093198353995,auc,1,0.2366075133265252,105,3
gbdt,balanced,0.7760224063336592,0.032859601143148225,200,43,0.11017325632035563,0.43139678932971587,200000,0.9694201111863058,auc,1,0.2366493075432444,419,1
gbdt,,0.6581016165520902,0.013159464520012357,305,97,0.1964534540698376,0.11441766482813243,100000,0.9078864639379342,auc,1,0.2366758397670441,57,1
gbdt,,0.6353619114135031,0.014050931368042082,220,39,0.12907619563461697,0.5338667430598939,40000,0.9779099901074981,auc,1,0.2366824072935062,158,1
dart,balanced,0.7310757057606294,0.02970626285327164,195,40,0.2653358135117441,0.7582113817066218,200000,0.7365636416519837,auc,1,0.2366862729025209,454,3
goss,,0.8282482509554311,0.016378111514622457,465,93,0.056546835240594145,0.683464859976196,20000,1.0,auc,1,0.2367476132688761,121,2
gbdt,,0.6562124024814278,0.07238856250947359,290,30,0.5327548886115194,0.6467594596978414,80000,0.6318745773734822,auc,1,0.2367776648817228,301,1
gbdt,,0.8111132601428765,0.0703849871173106,230,120,0.6021836830240376,0.030043087746579045,80000,0.9236409722787231,auc,1,0.23678717093263854,63,1
gbdt,balanced,0.7590151498382672,0.013236719714668665,300,58,0.02343833149251895,0.8765179606068739,180000,0.9506261232413408,auc,1,0.2367962012464815,451,1
gbdt,,0.6265352627576499,0.0388701462274749,405,57,0.18703037090852176,0.4045748850721575,20000,0.5351292374599379,auc,1,0.2368122347352317,126,1
gbdt,balanced,0.6473094126802629,0.02370979787413912,195,68,0.5454067451430697,0.4520032199928611,20000,0.7651417596136423,auc,1,0.2368159209266114,315,1
gbdt,balanced,0.6824106427821394,0.026526865724429218,175,39,0.23752925870413233,0.8138463538767791,120000,0.7978754674729851,auc,1,0.2368284812824234,253,1
gbdt,balanced,0.6472450174008824,0.01762790906571654,210,40,0.8095254385955437,0.40326814972135777,160000,0.9586626049105256,auc,1,0.23684950510448774,411,1
gbdt,balanced,0.6781946299004594,0.030640901011070715,200,81,0.6944396617991645,0.9661138965838738,40000,0.7249012972342352,auc,1,0.2368581861146225,327,1
gbdt,,0.8068466767645003,0.025728522685441558,300,37,0.28428614736842023,0.8019769382297963,20000,0.8777701169031672,auc,1,0.236940571048206,73,1
gbdt,balanced,0.6728547671969499,0.02594756532155413,305,70,0.03877295299344649,0.5766198578678164,220000,0.9130257870774284,auc,1,0.2369614552609232,433,1
gbdt,balanced,0.6071111766287736,0.03941096511427587,185,30,0.43021171589489454,0.7366535969693595,160000,0.8668672280125186,auc,1,0.2369904281252392,493,1
gbdt,balanced,0.6133502799244996,0.01413134676297817,195,94,0.12681138341595571,0.6679951323071066,140000,0.8383666940167802,auc,1,0.23700912792825,475,1
gbdt,,0.6462737017535378,0.012324921239448035,310,33,0.08059600901783015,0.29125095623622194,260000,0.8643530487801971,auc,1,0.23701427469131475,22,1
gbdt,balanced,0.8058337911157736,0.015372248964985175,230,33,0.1606236502801436,0.3326138810236351,200000,0.9085242512095273,auc,1,0.2370191663449297,449,1
gbdt,,0.676855681273805,0.010933781150287043,195,47,0.9807002946654252,0.6525786758859164,20000,0.9026136616589728,auc,1,0.2370615380621618,157,1
gbdt,,0.6876477345258931,0.013599593629103098,150,90,0.4730865549357982,0.9678382409713709,40000,0.9578395319531324,auc,1,0.2370726403693492,50,1
gbdt,balanced,0.6856650364711285,0.014761663772349722,475,102,0.18909414489048618,0.8188348683013977,80000,0.7283650623148661,auc,1,0.23709129055217004,338,1
dart,balanced,0.6671175154587664,0.02869637656854624,230,83,0.7024110850227823,0.9805550518877951,120000,0.6921181471096254,auc,1,0.2371126395686979,482,3
gbdt,balanced,0.7724528040220819,0.031228279443174644,220,34,0.3987711091570008,0.9967024840752331,160000,0.9553978914910212,auc,1,0.2371524907484979,472,1
gbdt,balanced,0.7927378988833792,0.024426653929155297,295,88,0.42919839394668724,0.5765258590011377,60000,0.979321690164988,auc,1,0.2371915524907037,89,1
gbdt,,0.6777685433817743,0.024907540205554943,370,49,0.4339474464341489,0.8104354391695267,20000,0.9565349085128972,auc,1,0.23726568505409615,137,1
gbdt,balanced,0.7388463932033028,0.018821911919895955,300,39,0.1327961281349401,0.6033879038608969,220000,0.9332252276054861,auc,1,0.2372724263913921,426,1
gbdt,balanced,0.7184507130145442,0.029421626512842053,170,66,0.231143416754911,0.9791504727317419,100000,0.7174804046818674,auc,1,0.23730440113701445,228,1
gbdt,,0.6266923032931957,0.010709520259875803,185,64,0.35375666752015583,0.6577006103391101,20000,0.749038626554886,auc,1,0.2373506297727193,379,1
gbdt,,0.6669573057668694,0.030996701949889675,295,36,0.8512455912799245,0.9231844963743167,80000,0.7392106582118918,auc,1,0.23735908230570946,152,1
goss,,0.7934033849601924,0.03809738889203308,405,137,0.42752752037275477,0.5449830483674134,60000,1.0,auc,1,0.23736382341671514,58,2
gbdt,balanced,0.6661028325679841,0.030236124790162532,175,45,0.18137626664046444,0.9459299883057105,180000,0.9261567170473409,auc,1,0.23738462380775585,431,1
gbdt,,0.6925314456280293,0.010008499090681182,305,57,0.04464317377487051,0.7037764678656359,60000,0.8151205304957058,auc,1,0.23738662823914705,368,1
dart,,0.6497646838265835,0.01923915153260332,145,34,0.3060884124804637,0.4443430769866243,260000,0.7316616353278853,auc,1,0.23739432020956866,176,3
gbdt,,0.6503469238860896,0.06612118667532042,290,30,0.4647494186740086,0.871186547359246,100000,0.7414773851164987,auc,1,0.23739980590375964,122,1
gbdt,balanced,0.6513580140309021,0.044734122566765566,200,76,0.14151798455116563,0.9994106215184736,60000,0.9424443426448789,auc,1,0.2374085900790346,39,1
gbdt,balanced,0.7380281111372033,0.01343590418015767,215,146,0.1722712225547867,0.3147658304964798,160000,0.9753878813908264,auc,1,0.237422852659659,306,1
gbdt,,0.7265951311611862,0.04035067020065678,205,99,0.1498864639119687,0.6141002027855553,40000,0.5594282737397109,auc,1,0.2374330250788849,198,1
dart,balanced,0.7999481524756553,0.12087964528013809,370,136,0.15254646189690707,0.7567106178267262,20000,0.7873471527545838,auc,1,0.2374424330107816,240,3
gbdt,balanced,0.7089502553923546,0.057221620566920886,205,48,0.7530107932004917,0.6786371906760498,240000,0.9516518496375702,auc,1,0.23744740652369256,428,1
gbdt,balanced,0.6328946161933112,0.014907204157349873,310,39,0.9876952475503367,0.7640381061910831,100000,0.6359401118368779,auc,1,0.2374605101785308,399,1
gbdt,,0.6599531570120405,0.021824362533848774,310,53,0.4452726862100529,0.8188574536844789,60000,0.9218268147359477,auc,1,0.2374949415440526,277,1
gbdt,,0.6338642055803739,0.011636015863251765,190,44,0.08858674847087084,0.7557410241477945,40000,0.8073374636821068,auc,1,0.2374978525951809,180,1
dart,,0.7163075992642436,0.01898207198456795,145,52,0.5785766564940191,0.7152371976816775,100000,0.5377383838191706,auc,1,0.2375009610057076,254,3
gbdt,balanced,0.6924491455951166,0.022414243823261945,295,62,0.25772177472092106,0.5803333236627445,200000,0.9011925463141018,auc,1,0.2375014504794433,487,1
gbdt,balanced,0.922945624404245,0.013501106526983544,360,103,0.22033434482264233,0.9180519686827562,60000,0.6345634080516629,auc,1,0.2375074878828618,216,1
gbdt,balanced,0.7432613958007009,0.0260285622398484,235,66,0.6684339009339547,0.42309953382304677,240000,0.82012851163961,auc,1,0.23752924058906846,490,1
gbdt,balanced,0.6953691641545225,0.036045738459328194,220,40,0.4232383488568125,0.4155342126824121,60000,0.7943192646379204,auc,1,0.23755545967302705,328,1
dart,,0.7734447109957076,0.017986123359797598,260,75,0.34198866622068186,0.1489007964078234,300000,0.8592687087404431,auc,1,0.23755849911990035,118,3
gbdt,,0.7393060207726619,0.061892515422452506,175,59,0.3707268694022886,0.7721963189797485,20000,0.9495329895928136,auc,1,0.2375850697502877,205,1
gbdt,balanced,0.6646130864296351,0.024761217507362362,190,43,0.2393035576882012,0.9082766083086327,140000,0.8671980502579472,auc,1,0.2375866889944437,103,1
gbdt,balanced,0.7203077013843013,0.048371579011958155,325,114,0.0934810167180796,0.5450000891008815,80000,0.9296768750554261,auc,1,0.23761618693568246,369,1
gbdt,balanced,0.7880088575242183,0.03996276701903961,285,32,0.5233695595445078,0.732624081327132,180000,0.9715566115479832,auc,1,0.2376302448680669,429,1
gbdt,,0.6441421016918376,0.010010482942372612,360,38,0.31846080049340025,0.6355825841927184,20000,0.8927834379190781,auc,1,0.2376421167087045,167,1
gbdt,,0.6457210062410222,0.0182668115831792,365,31,0.06312538412045873,0.572333326935446,40000,0.9958334449393494,auc,1,0.2376641435874849,74,1
gbdt,balanced,0.6878901844695842,0.011101781159254177,325,57,0.8829304309585759,0.7423644086620512,140000,0.7458356683785614,auc,1,0.23768363507081006,234,1
gbdt,,0.8753543888524672,0.01810373729794693,500,44,0.9186186522399116,0.19412171254733868,240000,0.8013021995164373,auc,1,0.23768677740248345,52,1
gbdt,,0.7459506949829873,0.012933648140121148,195,41,0.5588830320238509,0.9669122349108505,180000,0.8748748685015135,auc,1,0.2377021066770161,210,1
gbdt,,0.6961100949871697,0.010750482987827333,360,99,0.21364836110976973,0.6851675585384113,140000,0.9123933915033843,auc,1,0.2377254096637253,298,1
gbdt,balanced,0.7706879189819607,0.03598378193909862,135,67,0.9645612747608906,0.9616204046171472,60000,0.5253657477796922,auc,1,0.2378045342424724,18,1
gbdt,,0.98063536544944,0.026978814186666762,330,84,0.5908793087814889,0.8622306559237783,80000,0.932285013180736,auc,1,0.23780936029651456,21,1
gbdt,balanced,0.7539238180407887,0.018610282401284598,290,63,0.4804682173386403,0.5300876709774163,40000,0.7238944676763794,auc,1,0.2378127860519833,239,1
dart,,0.7558389179814932,0.01768138343757621,265,38,0.27142339374674734,0.7449546744741442,40000,0.6993508924164595,auc,1,0.2378264243153059,304,3
gbdt,,0.6640073357405081,0.015107145835481919,380,56,0.03262128754622945,0.9243784508122567,100000,0.8374735841164904,auc,1,0.23784779996413885,35,1
gbdt,balanced,0.7790965522746802,0.04222913728924738,395,47,0.22444098934375495,0.9346948157076546,100000,0.9732257143301668,auc,1,0.23786162241087735,44,1
dart,,0.6160537983635216,0.0162446156356901,365,46,0.15729182986430756,0.7355483664212976,40000,0.7627307419889351,auc,1,0.2378858749093521,386,3
gbdt,,0.7836654057928019,0.015337759772078569,300,65,0.3771461897778017,0.7603821656760843,60000,0.9992668609462637,auc,1,0.23788872961212934,294,1
gbdt,,0.7720986410929545,0.01945862228505407,185,68,0.29438656873896824,0.8982833977354818,20000,0.8199308922249802,auc,1,0.2378918621319009,196,1
dart,balanced,0.7626609022274295,0.03533285979083094,200,85,0.2671095674192488,0.9046178818394622,20000,0.5925438800740997,auc,1,0.2378962247838325,233,3
gbdt,balanced,0.6256578584104731,0.018089560095738928,370,70,0.1852392466771084,0.777610310944888,80000,0.7125974959829539,auc,1,0.2379003351297151,183,1
dart,,0.8082258233769016,0.01756882149286815,215,107,0.23567455432971843,0.6864337096597205,60000,0.9187245153039333,auc,1,0.2379070487133457,281,3
gbdt,,0.7672903729421001,0.19829951297182669,260,38,0.17964782489516554,0.799269444839427,20000,0.6431871307907941,auc,1,0.2379263582559754,87,1
gbdt,,0.6006951097281343,0.02361457491717398,205,31,0.12581451153926237,0.675651204741684,100000,0.695220261397713,auc,1,0.2379455354780993,31,1
gbdt,balanced,0.6694394826643718,0.05390050650387116,185,90,0.6649447650341838,0.5930939652620952,100000,0.8750381046609476,auc,1,0.23798519854972236,319,1
gbdt,,0.6440530451737002,0.014254442918318863,155,41,0.3983758863950114,0.9357710140446516,20000,0.8861068965643639,auc,1,0.2379944144486815,303,1
gbdt,,0.8229286605909822,0.023466348553556202,215,42,0.5323379247751506,0.8505788938943624,40000,0.862723858084252,auc,1,0.2380008398427359,206,1
gbdt,,0.6000655774487214,0.018984667634078314,310,30,0.21360391362953185,0.9994431505319149,80000,0.9392162114995678,auc,1,0.2380335656193649,382,1
gbdt,,0.6676074837910234,0.016214898535538414,195,56,0.548194614611728,0.992923354268749,60000,0.9021205783269433,auc,1,0.23803454120275516,29,1
gbdt,,0.7765634148442779,0.01396496162509557,220,30,0.17054085610488323,0.7426160723153006,20000,0.9988934568287074,auc,1,0.2380610201619445,259,1
dart,,0.7196664760413402,0.011677812972565808,225,56,0.29986804517454835,0.7179188840898307,120000,0.7772668405173321,auc,1,0.23807413418936466,142,3
gbdt,balanced,0.6091602612394688,0.03800571880188495,385,101,0.4197292229693307,0.8135411231279482,20000,0.6799431165264546,auc,1,0.23808360800117426,231,1
dart,,0.6745811935791152,0.01747400713189812,285,109,0.04497113261492158,0.5119144510171654,40000,0.9623379957189616,auc,1,0.23810634414029294,99,3
gbdt,balanced,0.7347950422854933,0.012313878980443456,160,55,0.17609955446418882,0.9263759894882801,200000,0.7004980675814131,auc,1,0.2381080216951805,466,1
gbdt,,0.6017083410112157,0.04650859431989686,310,52,0.9348804506892701,0.8096680561563095,40000,0.7875770886990533,auc,1,0.23812171967093465,154,1
gbdt,balanced,0.7878722696495764,0.048936410244575575,410,132,0.17616663325172033,0.7234573267040174,180000,0.5211750033711255,auc,1,0.23814172810132075,11,1
gbdt,,0.710468215990383,0.010019849298856695,325,30,0.17359834471204316,0.8479354895423236,80000,0.7643555739441502,auc,1,0.23814439693864176,280,1
gbdt,,0.7013315599244435,0.012688906632784037,190,40,0.23772288029657565,0.7437564525119079,20000,0.7475480598032861,auc,1,0.2381636058391917,70,1
gbdt,balanced,0.7820094749370561,0.03295420633733359,205,46,0.07013456074806784,0.7537098342544629,160000,0.9247686635041059,auc,1,0.23820897579330916,484,1
dart,balanced,0.7431608303213927,0.023622359348707798,230,65,0.10900096853158325,0.7048832816773302,160000,0.9448693708858887,auc,1,0.2382293988466362,463,3
gbdt,,0.7348261052312604,0.027183617614710352,355,60,0.2858640362211273,0.8411369982303131,20000,0.9057345070074542,auc,1,0.2382331369009261,372,1
dart,,0.6924687839219177,0.010472415519996512,250,53,0.2106574578639503,0.7599809455153845,80000,0.5612887073155581,auc,1,0.23824539392879876,77,3
gbdt,,0.759116428877681,0.010029357540324598,340,78,0.34055746043041546,0.9489477449663926,40000,0.9986693713878269,auc,1,0.23824672946881956,30,1
gbdt,balanced,0.8383863645664994,0.022483097861461205,160,133,0.46948262281163966,0.9178009183459743,100000,0.8557560382501591,auc,1,0.23826966773311764,378,1
gbdt,balanced,0.6614523005272277,0.019471378936970322,185,48,0.49933835417468136,0.8258682004558169,220000,0.9643377849936696,auc,1,0.23830569114981026,452,1
dart,balanced,0.6066018410710321,0.020089913836744598,390,86,0.36258421773210253,0.47125750141341394,20000,0.5003237475876858,auc,1,0.2383649850337659,329,3
gbdt,balanced,0.7312261838958936,0.01166342078445783,345,40,0.3166835894234681,0.8279052370360482,120000,0.7915342623909027,auc,1,0.23837740549989064,488,1
dart,,0.801956556064967,0.05174349951043474,285,150,0.5952457237266098,0.9545812211734672,80000,0.5048680763338182,auc,1,0.2383777063047694,190,3
gbdt,,0.7361634379756332,0.02325881507633589,175,49,0.34751756700421294,0.5581696575314752,200000,0.8454404250697385,auc,1,0.23843639241148615,171,1
gbdt,,0.7276875097050761,0.02793293240091398,200,61,0.36150320152625987,0.42907601381795485,260000,0.9446897649932461,auc,1,0.23845806774383785,90,1
gbdt,,0.673628705901825,0.014510634308844137,340,58,0.04276925558421685,0.36066207474452605,20000,0.9676492990144677,auc,1,0.23845819361652246,168,1
gbdt,balanced,0.6859099355361267,0.021436945650672026,315,35,0.20920657093303038,0.7993684334459953,200000,0.7668038813911884,auc,1,0.23849850735741265,460,1
gbdt,,0.7127709483705251,0.011323669095088206,340,45,0.4535862713257181,0.7151949325634923,40000,0.8487281252634956,auc,1,0.238510004103057,71,1
gbdt,,0.7318834664959162,0.012826194042196168,350,31,0.6936113737982036,0.8706541703739316,20000,0.775369108864464,auc,1,0.2385432047757385,150,1
gbdt,balanced,0.6745262808893102,0.020881320355020296,310,88,0.35022590497939987,0.7841650289502132,40000,0.7335712439055874,auc,1,0.2385439112326765,230,1
gbdt,,0.7646382652842189,0.03438961004970044,180,33,0.0963095290560785,0.23042136023852333,100000,0.9381218656339605,auc,1,0.23858371615636745,132,1
gbdt,balanced,0.7490803558012636,0.026853628385983593,195,45,0.1667666266247093,0.6199982519436569,240000,0.9891401251332697,auc,1,0.23860122171074485,421,1
gbdt,balanced,0.6932783911307292,0.05174177739543762,170,45,0.22929744753611453,0.9327049876388256,140000,0.9773058482350042,auc,1,0.23861372852160656,448,1
gbdt,,0.7632280242308405,0.014426646209009651,335,30,0.3322970636413326,0.5912119991413576,40000,0.9728681357959941,auc,1,0.2386293398182342,191,1
gbdt,,0.774433323930466,0.0170804622599455,215,34,0.14824512638013845,0.6577427853906218,20000,0.9977310759445174,auc,1,0.2386320910755313,68,1
gbdt,,0.6733037601185764,0.014776246372668828,395,46,0.3212674327662278,0.8735193853783714,200000,0.937674987892861,auc,1,0.2386425881285408,208,1
gbdt,,0.6694906599446332,0.0140079884602717,315,46,0.48765512507000863,0.787558312553233,160000,0.8055256780556214,auc,1,0.2386752864318441,355,1
gbdt,balanced,0.6370692575551059,0.027730938908165404,375,56,0.675565894024504,0.47563235578708346,40000,0.8002650374772973,auc,1,0.2386981358283448,310,1
gbdt,,0.6318389740394086,0.019382352444122296,315,106,0.16654323539967564,0.7050538863631294,140000,0.7660326521392462,auc,1,0.2387330617137232,212,1
gbdt,,0.658074742511655,0.018989524719783397,345,55,0.29238269178066334,0.8766092507729523,20000,0.723961432132945,auc,1,0.23873357697874376,92,1
gbdt,balanced,0.9590827427322989,0.01987300783503452,230,83,0.08886955132096636,0.5011829367055891,60000,0.7758779605719609,auc,1,0.23875419542908904,341,1
gbdt,,0.7834932504855464,0.017753970834744025,310,43,0.22525414411093936,0.6405108563875813,40000,0.6890905302324895,auc,1,0.2387808473580921,264,1
gbdt,,0.6979599219398653,0.01005366385812471,315,63,0.22400120936464762,0.5577789593896203,60000,0.5019751267341994,auc,1,0.23879318456322074,113,1
gbdt,balanced,0.6001039650605446,0.024823224581773887,405,85,0.11491865917654132,0.7979205950743524,40000,0.639621667616571,auc,1,0.2388240766355516,189,1
dart,balanced,0.709269761366998,0.011322582292719003,145,67,0.004444978686362816,0.5883204274763907,40000,0.6698428625496439,auc,1,0.2388273868909179,124,3
gbdt,,0.6805909036980973,0.013181062205499788,320,64,0.025132118959652727,0.7380592331651974,100000,0.9625777006853825,auc,1,0.23883004563599694,194,1
gbdt,,0.7290031008746147,0.03301339912186087,320,64,0.3474243597923316,0.8925491748024961,100000,0.9603937451546929,auc,1,0.238866102132816,65,1
gbdt,,0.7795335432630083,0.042834031113188155,205,32,0.17385419353700468,0.9503463616796168,40000,0.8272642240378967,auc,1,0.2389279162738636,107,1
gbdt,,0.765888451931001,0.0229957263141658,220,70,0.2505895576669087,0.7233906042958157,20000,0.8229208506222928,auc,1,0.23893065379449785,348,1
gbdt,,0.705279185594599,0.020157118767032127,295,32,0.9531063230598479,0.0056525520703971655,20000,0.8300860338297001,auc,1,0.2389343649361425,164,1
gbdt,,0.7255994672236936,0.015784893096025154,170,32,0.05051331597315989,0.5592653679823305,100000,0.678138248248008,auc,1,0.2389543520606844,305,1
gbdt,,0.661926711656904,0.016494462421570617,130,36,0.4850841494512992,0.6698649513604545,40000,0.9196244584068504,auc,1,0.2390031502933311,143,1
gbdt,,0.6350611832618959,0.03325788061339971,195,116,0.38568393268568574,0.786164911664325,160000,0.8015236161535666,auc,1,0.23900932394201624,123,1
gbdt,balanced,0.6656753732347469,0.02474580595817629,320,36,0.41211589323645803,0.3794696091602283,40000,0.7462106744349528,auc,1,0.2390144390266549,336,1
gbdt,balanced,0.6895820840395382,0.04354950500550471,310,45,0.4859225437610987,0.7008694265536481,20000,0.7816208500868433,auc,1,0.2390273470041349,325,1
gbdt,,0.8552701770445316,0.031598979584385505,330,45,0.31192026457010147,0.8575980359313092,20000,0.9896052599862802,auc,1,0.2390285849858165,117,1
gbdt,balanced,0.6748909798128557,0.032092441756556477,170,33,0.41766658774034304,0.8056265631898172,80000,0.6874072623720936,auc,1,0.23905898674339165,390,1
gbdt,balanced,0.8768793955848667,0.01762728672500001,220,55,0.32910657243560115,0.7485609694713574,200000,0.7359102423916125,auc,1,0.2390961029256176,437,1
gbdt,balanced,0.7104103284681008,0.01593949043782354,345,47,0.30495411407219897,0.8541536939925395,200000,0.9030788564894026,auc,1,0.2391042706331121,339,1
dart,,0.7152527677798859,0.03994620767577823,155,82,0.0188723903497357,0.9050639381013404,60000,0.6988314002378122,auc,1,0.2391240564734949,82,3
gbdt,balanced,0.6276645181727617,0.019002811990947253,180,38,0.4582844212257809,0.9076751579007631,20000,0.6625310497312594,auc,1,0.23913851585283766,335,1
gbdt,,0.7988274040587862,0.03243757504618406,145,38,0.6586586697437498,0.9982878671953083,60000,0.823117111600657,auc,1,0.23915272040307056,32,1
gbdt,,0.7581508250838945,0.014562462474991059,165,42,0.32830610580970343,0.8519579814381766,60000,0.9741699422122927,auc,1,0.2391836741502137,75,1
gbdt,,0.6084873416615508,0.015968424681569705,155,30,0.4495217998884294,0.7260111939809367,160000,0.796252698481063,auc,1,0.2391882549067079,203,1
gbdt,balanced,0.7713590848412134,0.018920012569491187,345,36,0.31716782836242785,0.7353048102494036,20000,0.9642945270102955,auc,1,0.2391911614723953,285,1
dart,,0.7543660493447701,0.044855963662621526,320,101,0.07249528887062184,0.9663786834228618,20000,0.8057130272823483,auc,1,0.2392222010035949,393,3
gbdt,balanced,0.657599495361051,0.03447171963873184,305,42,0.517208719134481,0.641172458774273,240000,0.7805907010434161,auc,1,0.2392314463382599,467,1
gbdt,balanced,0.7455840617125756,0.020028911176011653,315,65,0.20636407001671997,0.9148023221595248,220000,0.9001516263830215,auc,1,0.23925024986709065,436,1
gbdt,,0.7917463948495,0.012009469325136468,320,113,0.1893226158167468,0.9657332666710292,80000,0.609599439052921,auc,1,0.23927895332461435,252,1
gbdt,balanced,0.9927584861101367,0.011596528179683605,300,73,0.13694678224624762,0.2619140149132669,40000,0.7505154762268512,auc,1,0.2392986009573501,220,1
gbdt,balanced,0.7184030634914744,0.18599225611171705,275,33,0.34106171950036035,0.6276929377905158,220000,0.9459677198168199,auc,1,0.23931671933508725,489,1
dart,,0.6177584719179228,0.012380929817893155,285,54,0.0015984280098815251,0.7395863838666512,100000,0.8618862432052743,auc,1,0.2393581754617005,169,3
goss,balanced,0.6612923158557316,0.018032292146547235,280,53,0.0012310408494838887,0.571154537193482,80000,1.0,auc,1,0.2393680885663756,207,2
goss,balanced,0.7223993472444427,0.024421150744978817,240,40,0.6004159414783165,0.9769366281266073,240000,1.0,auc,1,0.2394216794925981,441,2
dart,balanced,0.8464791720356762,0.10875645732896141,380,112,0.002436386070584051,0.09460288039448272,180000,0.7153773885862027,auc,1,0.2394445429061015,19,3
gbdt,,0.7583994139339484,0.03847315815816678,175,49,0.3989794351330451,0.5280856009298422,60000,0.738401941194884,auc,1,0.2395158737509868,360,1
gbdt,balanced,0.7692288170555959,0.0318215254646186,330,74,0.12219638123598014,0.8445694998759407,220000,0.5157530582598462,auc,1,0.2396339341992552,439,1
gbdt,balanced,0.7284464755512868,0.029679757872977008,400,58,0.20525924794563818,0.7514493090804683,100000,0.5718041683939139,auc,1,0.2396442722994534,342,1
dart,,0.6673076386901536,0.040118914534607024,475,70,0.8695100073452218,0.44076667329472063,160000,0.9985285847190133,auc,1,0.2396483391926274,9,3
goss,,0.6669347111148347,0.011207660658482513,430,30,0.3064531433455022,0.8206076261709989,160000,1.0,auc,1,0.2396508154363308,48,2
gbdt,balanced,0.6200944509111418,0.015392518187545615,145,45,0.1418164989616198,0.7727189254874338,260000,0.7172792055192726,auc,1,0.2396562108610241,464,1
goss,balanced,0.6945854117097253,0.014973766778588539,255,71,0.4358928017506217,0.7999051544289666,120000,1.0,auc,1,0.2396634699864013,243,2
gbdt,balanced,0.6317946754370798,0.029724434573869783,450,40,0.3030709261040937,0.8439748269592715,20000,0.7907454342270934,auc,1,0.2396898948399601,59,1
gbdt,,0.7684928266360722,0.029206395472541852,325,65,0.06806816669594379,0.7902998208003981,40000,0.9244523629014143,auc,1,0.239719686016896,170,1
dart,,0.6826115664358082,0.17232942613953312,485,117,0.010598426894564361,0.7063665010867298,120000,0.905149067692514,auc,1,0.23972214487951596,16,3
gbdt,,0.815394988554244,0.010555070534316046,340,104,0.02977239186859909,0.9969167100657939,60000,0.8936798768896926,auc,1,0.2397491570454895,133,1
gbdt,balanced,0.6892161069607834,0.06780315570753784,320,69,0.17216491578629192,0.6055563835452562,160000,0.7077530616746353,auc,1,0.23976111831460456,496,1
gbdt,,0.8212540873894313,0.021587448146018987,160,99,0.5183935589924614,0.521481547591794,40000,0.6973207669172912,auc,1,0.2397861106304836,37,1
gbdt,balanced,0.9146279392010155,0.016085302964105288,315,44,0.15960648878386427,0.561671882940073,200000,0.9716843646553649,auc,1,0.2397927224506745,478,1
gbdt,,0.6614306026716015,0.04351469535817044,340,49,0.06980131658485278,0.2017212139604635,20000,0.6231100246284997,auc,1,0.2398294186834985,241,1
goss,balanced,0.6823705091293717,0.01123646495890844,200,96,0.892857576911751,0.6053840184852097,60000,1.0,auc,1,0.23983532208437094,172,2
gbdt,,0.7491867376154401,0.022952934227453918,315,54,0.47235659595261,0.42890805455383,80000,0.7195893118482088,auc,1,0.239842714371274,293,1
gbdt,balanced,0.7536841069839543,0.01923704842034902,330,37,0.8299643397864099,0.9050166064309716,180000,0.6858470695049764,auc,1,0.23984340737188936,481,1
gbdt,balanced,0.8859603703573934,0.02413031017010911,195,83,0.368840641554781,0.9264773565399156,80000,0.6696829228570444,auc,1,0.2398874880420949,246,1
