class_weight,boosting_type,num_leaves,learning_rate,subsample_for_bin,min_child_samples,reg_alpha,reg_lambda,colsample_bytree,subsample,metric,verbose,loss,iteration
balanced,gbdt,129,0.026831006677541923,240000,205,0.0,0.8163265306122448,0.9555555555555555,0.9747474747474748,auc,1,0.2403526683495294,321
balanced,gbdt,54,0.04989447547573647,160000,395,0.2040816326530612,0.6122448979591836,0.8666666666666667,0.5606060606060606,auc,1,0.24035789949495057,201
,dart,90,0.005304306643546163,140000,355,0.3469387755102041,0.7142857142857142,0.6888888888888889,0.898989898989899,auc,1,0.24036784231567165,155
balanced,gbdt,80,0.07138514334220704,220000,340,0.6938775510204082,0.7346938775510203,0.7777777777777778,0.9646464646464648,auc,1,0.24037637082081653,183
balanced,goss,118,0.05891383931113318,60000,425,0.2040816326530612,0.5714285714285714,0.6444444444444444,1.0,auc,1,0.2403906359245015,330
,gbdt,96,0.030645651529774956,240000,470,0.9795918367346939,0.6530612244897959,1.0,0.8636363636363636,auc,1,0.2404221769840591,78
,dart,65,0.09591817970764478,280000,465,0.1020408163265306,0.16326530612244897,0.6888888888888889,0.7676767676767677,auc,1,0.24044414471108766,224
,dart,130,0.01093822113634156,60000,365,0.4897959183673469,0.04081632653061224,0.8666666666666667,0.6414141414141414,auc,1,0.24045247866023467,84
balanced,gbdt,94,0.02473753188230597,120000,160,0.8775510204081632,0.4897959183673469,1.0,0.6868686868686869,auc,1,0.24047243859179124,156
balanced,goss,118,0.008140547350944652,40000,295,0.26530612244897955,0.7551020408163265,0.6888888888888889,1.0,auc,1,0.24048178653091623,245
balanced,gbdt,147,0.06045649588392399,180000,480,0.12244897959183673,0.18367346938775508,1.0,0.5353535353535354,auc,1,0.24048583660368705,338
balanced,dart,112,0.005795842171396196,220000,455,0.04081632653061224,0.36734693877551017,0.9111111111111111,0.8383838383838385,auc,1,0.24053684728004554,389
,dart,74,0.051390373088866674,220000,495,0.8571428571428571,0.5918367346938775,0.6,0.7222222222222222,auc,1,0.240551996856603,43
,gbdt,130,0.006971074647836605,240000,405,0.7346938775510203,0.44897959183673464,0.9111111111111111,0.994949494949495,auc,1,0.24055485492346107,205
balanced,dart,65,0.014216962526570596,160000,220,0.14285714285714285,1.0,0.8222222222222222,0.696969696969697,auc,1,0.2406140456422765,354
balanced,dart,66,0.0502643173513611,140000,395,0.8571428571428571,0.9387755102040816,0.8222222222222222,0.5555555555555556,auc,1,0.24065827180897048,260
balanced,goss,61,0.027943272602300912,220000,460,0.7142857142857142,0.673469387755102,0.6444444444444444,1.0,auc,1,0.24066215227600796,31
balanced,goss,140,0.03215262878550817,280000,495,0.42857142857142855,0.08163265306122448,0.6,1.0,auc,1,0.24067969034983183,129
balanced,dart,133,0.01868434721035691,240000,345,0.2857142857142857,0.8163265306122448,0.7777777777777778,0.5707070707070707,auc,1,0.2406890736118037,192
balanced,gbdt,80,0.06581535611293016,20000,435,0.7551020408163265,0.8979591836734693,0.7333333333333333,0.9646464646464648,auc,1,0.24069025468445426,120
balanced,gbdt,104,0.01605934097818438,280000,425,0.8775510204081632,0.6122448979591836,0.6444444444444444,0.6111111111111112,auc,1,0.24069811906400962,227
balanced,goss,101,0.053323470492027424,100000,430,0.6938775510204082,0.7346938775510203,0.9111111111111111,1.0,auc,1,0.2407255601502668,179
,gbdt,129,0.006080848424946632,20000,335,0.8571428571428571,0.4081632653061224,0.9555555555555555,0.5,auc,1,0.24073618167426036,475
,goss,142,0.00588208376881987,120000,115,0.7959183673469387,0.8979591836734693,0.8666666666666667,1.0,auc,1,0.24082058589725808,478
,gbdt,60,0.10636616732547971,40000,200,0.1020408163265306,0.8979591836734693,0.9111111111111111,0.6262626262626263,auc,1,0.24082059542881984,65
,gbdt,148,0.01996842791981582,180000,375,0.2857142857142857,0.061224489795918366,0.8666666666666667,0.8434343434343434,auc,1,0.2408318107130495,463
balanced,goss,42,0.09879392446119441,20000,265,0.6938775510204082,0.8163265306122448,0.9111111111111111,1.0,auc,1,0.24085679854348763,467
,gbdt,109,0.02340461018381101,260000,495,0.04081632653061224,0.9795918367346939,1.0,0.9595959595959596,auc,1,0.24091106228584114,132
balanced,dart,118,0.01416456217402655,40000,290,0.9795918367346939,0.08163265306122448,0.7777777777777778,0.7676767676767677,auc,1,0.24097818270344473,196
balanced,dart,72,0.1477507098101902,120000,320,0.5918367346938775,0.4693877551020408,0.9555555555555555,0.5808080808080808,auc,1,0.24100705436500114,100
balanced,goss,114,0.03740819008514941,240000,235,0.3877551020408163,1.0,0.7777777777777778,1.0,auc,1,0.2410075982247073,68
balanced,goss,116,0.04133001995671539,160000,150,0.7142857142857142,0.9387755102040816,0.8222222222222222,1.0,auc,1,0.241007621212592,367
balanced,gbdt,86,0.11283975359861685,160000,400,0.26530612244897955,0.5510204081632653,0.8666666666666667,0.7525252525252526,auc,1,0.24101052189113803,359
balanced,dart,142,0.08366915310252615,120000,425,0.2857142857142857,0.44897959183673464,0.7333333333333333,0.6161616161616161,auc,1,0.2410318445557008,319
,gbdt,110,0.11665278239979583,40000,205,0.8775510204081632,0.02040816326530612,1.0,0.8585858585858586,auc,1,0.24107880571996876,469
,dart,70,0.011646863384981408,220000,375,0.1020408163265306,0.18367346938775508,0.8222222222222222,0.5606060606060606,auc,1,0.24112083177791332,1
balanced,dart,131,0.1103672311333934,240000,335,0.7142857142857142,0.7142857142857142,1.0,0.9393939393939394,auc,1,0.24114262233002726,244
,gbdt,81,0.05234799941715502,80000,165,0.5306122448979591,0.14285714285714285,0.9555555555555555,0.5202020202020202,auc,1,0.24114417793699094,190
balanced,goss,58,0.010197109660117238,40000,230,0.7755102040816326,0.7755102040816326,0.8666666666666667,1.0,auc,1,0.24115439324824528,2
,gbdt,68,0.012726146225595376,20000,375,0.6326530612244897,0.22448979591836732,0.7333333333333333,0.5707070707070707,auc,1,0.2411639923720592,22
,goss,32,0.020567105897255245,120000,425,0.22448979591836732,0.0,0.8666666666666667,1.0,auc,1,0.2411917401503363,72
balanced,gbdt,79,0.026535420635346134,40000,310,0.26530612244897955,0.4693877551020408,0.9111111111111111,0.893939393939394,auc,1,0.24121070487469876,203
balanced,dart,103,0.055945612728102,80000,145,0.3469387755102041,0.08163265306122448,0.7777777777777778,0.6212121212121212,auc,1,0.24123276203020472,409
balanced,goss,92,0.016358596399215775,160000,195,0.7142857142857142,0.7142857142857142,0.7333333333333333,1.0,auc,1,0.2412503895325061,311
,goss,84,0.013651064494620752,60000,220,0.4693877551020408,0.7142857142857142,0.6444444444444444,1.0,auc,1,0.24127972207311266,266
,goss,51,0.010197109660117238,40000,315,0.061224489795918366,0.9591836734693877,0.7333333333333333,1.0,auc,1,0.24128852222777042,127
,dart,87,0.010047602264310566,160000,295,0.061224489795918366,0.08163265306122448,0.6444444444444444,0.9292929292929293,auc,1,0.24134572505525775,333
,dart,57,0.06557277631737372,200000,370,0.7959183673469387,0.32653061224489793,0.8666666666666667,0.5606060606060606,auc,1,0.24135500459140946,107
,dart,51,0.17381641040122672,100000,420,0.14285714285714285,0.4693877551020408,0.6444444444444444,0.9444444444444444,auc,1,0.24136794004221462,315
balanced,dart,66,0.06273062405565992,240000,345,0.04081632653061224,0.18367346938775508,0.9111111111111111,0.5505050505050505,auc,1,0.24138121975060733,487
,goss,139,0.14720613573058514,120000,285,0.22448979591836732,0.18367346938775508,0.6444444444444444,1.0,auc,1,0.2414279998151997,440
balanced,dart,141,0.06461136515776175,20000,475,0.9591836734693877,0.673469387755102,0.6,0.8838383838383839,auc,1,0.24150714345707058,256
balanced,dart,30,0.013500676394233089,120000,450,0.7959183673469387,0.02040816326530612,1.0,1.0,auc,1,0.24153974756611563,257
balanced,dart,104,0.02846397739454339,60000,190,0.7959183673469387,0.26530612244897955,0.9555555555555555,0.8737373737373737,auc,1,0.2415491927832396,5
,goss,74,0.007533150951473343,120000,395,0.5510204081632653,0.2857142857142857,0.6888888888888889,1.0,auc,1,0.2415636123542947,355
balanced,dart,143,0.04952735487476894,280000,150,0.5714285714285714,0.5918367346938775,0.9111111111111111,0.9595959595959596,auc,1,0.2415712832992123,283
balanced,dart,145,0.005753196707328522,220000,365,0.6122448979591836,0.8979591836734693,0.9111111111111111,0.6212121212121212,auc,1,0.24159313552613837,126
balanced,goss,49,0.005544630207207856,240000,295,0.4081632653061224,0.3877551020408163,0.7777777777777778,1.0,auc,1,0.24160693582601245,438
balanced,dart,72,0.15330849225623966,140000,225,0.04081632653061224,0.18367346938775508,0.9555555555555555,0.8080808080808082,auc,1,0.24161282380818183,18
balanced,dart,87,0.12329630363895973,260000,365,0.2040816326530612,0.5918367346938775,0.6,0.8131313131313131,auc,1,0.24162966523696983,458
,goss,93,0.08876136893232202,140000,210,0.26530612244897955,0.9183673469387754,0.7777777777777778,1.0,auc,1,0.24164699557881297,492
,goss,81,0.0255734511264479,120000,365,0.18367346938775508,0.2857142857142857,0.6,1.0,auc,1,0.24168106194158356,17
,goss,98,0.029863672437724486,20000,255,0.5714285714285714,0.8163265306122448,0.6444444444444444,1.0,auc,1,0.24169772086899588,255
,goss,130,0.007874457328332661,120000,335,0.2040816326530612,0.2040816326530612,0.6,1.0,auc,1,0.2417686875521503,55
balanced,gbdt,106,0.1499492267569419,40000,315,0.5510204081632653,0.2040816326530612,0.6,0.5303030303030303,auc,1,0.24177018456804245,471
,gbdt,130,0.007874457328332661,80000,420,0.6122448979591836,0.2857142857142857,0.7777777777777778,0.7272727272727273,auc,1,0.24183495237190678,230
balanced,gbdt,139,0.020042299081514503,260000,350,0.18367346938775508,0.0,0.8222222222222222,0.5050505050505051,auc,1,0.2418352111257771,8
,dart,108,0.015250231211196221,40000,355,0.6530612244897959,0.8775510204081632,1.0,0.5202020202020202,auc,1,0.24187686741518954,448
,goss,119,0.04600148599214018,220000,415,0.0,0.2040816326530612,0.7333333333333333,1.0,auc,1,0.24191262591053042,427
,goss,90,0.012773225305100642,40000,390,0.44897959183673464,0.7959183673469387,0.6888888888888889,1.0,auc,1,0.2419139238849839,269
,goss,123,0.013401339215436023,180000,225,0.2857142857142857,0.061224489795918366,0.8666666666666667,1.0,auc,1,0.2419272153676587,80
balanced,dart,81,0.16505910488604397,120000,225,0.24489795918367346,0.3061224489795918,0.9111111111111111,0.9797979797979799,auc,1,0.24205159299872014,445
balanced,goss,33,0.01854686888813489,200000,290,0.5306122448979591,0.26530612244897955,0.7333333333333333,1.0,auc,1,0.24207728616473623,294
balanced,dart,56,0.19706765150537875,220000,355,0.7959183673469387,0.4693877551020408,0.8222222222222222,0.595959595959596,auc,1,0.24210101190424793,366
,gbdt,49,0.06930722759417562,120000,395,0.5510204081632653,0.4693877551020408,0.9555555555555555,0.5656565656565656,auc,1,0.24210817459264633,103
balanced,dart,60,0.08123366803215583,280000,135,0.6530612244897959,0.6122448979591836,0.9555555555555555,0.8333333333333334,auc,1,0.24211167519890964,52
balanced,goss,53,0.010234832826887624,40000,300,0.22448979591836732,0.12244897959183673,0.8222222222222222,1.0,auc,1,0.2421332891367891,425
balanced,dart,117,0.028254541131562887,220000,365,0.673469387755102,0.5918367346938775,0.8222222222222222,0.5050505050505051,auc,1,0.24213517442365728,344
,dart,49,0.13572045654755216,180000,280,0.3061224489795918,0.4693877551020408,1.0,0.51010101010101,auc,1,0.24219777884331917,481
,gbdt,110,0.013059379865615542,140000,395,0.7959183673469387,0.08163265306122448,0.8222222222222222,0.7575757575757576,auc,1,0.24221520478112113,407
,dart,130,0.033116604059273545,80000,405,0.5510204081632653,0.1020408163265306,1.0,0.9191919191919192,auc,1,0.24222168624318652,382
,goss,109,0.012310166759971456,80000,420,0.4081632653061224,0.673469387755102,0.8222222222222222,1.0,auc,1,0.24222355779339189,498
,dart,54,0.028254541131562887,120000,115,0.16326530612244897,0.8163265306122448,0.7333333333333333,0.6919191919191919,auc,1,0.24223533740215153,110
balanced,dart,123,0.005753196707328522,60000,205,0.7551020408163265,0.24489795918367346,0.9111111111111111,0.8484848484848485,auc,1,0.24226987165247338,313
balanced,goss,80,0.12559385042541965,280000,480,0.061224489795918366,0.8571428571428571,1.0,1.0,auc,1,0.24228082509909177,204
balanced,gbdt,44,0.10063488527646947,80000,135,0.5306122448979591,0.16326530612244897,0.7333333333333333,0.5202020202020202,auc,1,0.24228502851787237,477
balanced,goss,123,0.05913178504865036,80000,395,0.5918367346938775,0.7959183673469387,0.9111111111111111,1.0,auc,1,0.2423012397422173,50
balanced,goss,35,0.06319561364496086,20000,265,0.8979591836734693,0.5918367346938775,0.6,1.0,auc,1,0.2423054521318797,167
,gbdt,149,0.18783119153687952,120000,485,0.08163265306122448,0.4693877551020408,1.0,0.5757575757575758,auc,1,0.2423450479218896,460
balanced,gbdt,116,0.18783119153687952,240000,350,0.12244897959183673,0.061224489795918366,0.9555555555555555,0.893939393939394,auc,1,0.24240148710306797,291
,dart,91,0.06226905583226853,60000,185,0.44897959183673464,0.04081632653061224,0.6444444444444444,0.5303030303030303,auc,1,0.24241128022219982,113
balanced,dart,91,0.010897905447059984,180000,155,0.9387755102040816,1.0,0.9555555555555555,0.8787878787878789,auc,1,0.24242009943998144,131
balanced,gbdt,66,0.005363392912759854,120000,440,0.3061224489795918,0.7346938775510203,0.9555555555555555,0.6313131313131313,auc,1,0.24244657391372992,137
,dart,45,0.008540852748112464,260000,290,0.5714285714285714,0.1020408163265306,0.9555555555555555,0.7171717171717171,auc,1,0.24248041516343655,96
,goss,149,0.009719176349142045,240000,305,0.6530612244897959,0.5510204081632653,0.6888888888888889,1.0,auc,1,0.24251980490350644,483
,dart,60,0.06581535611293016,100000,355,0.5306122448979591,0.5918367346938775,1.0,0.7676767676767677,auc,1,0.2425199646973375,11
,goss,111,0.012867906601167418,180000,380,0.9387755102040816,0.4081632653061224,0.9555555555555555,1.0,auc,1,0.2425387376691026,87
,goss,45,0.008261677945375495,180000,380,0.9591836734693877,0.9795918367346939,0.8222222222222222,1.0,auc,1,0.24254588157471724,300
,goss,135,0.14720613573058514,120000,150,0.4081632653061224,0.9183673469387754,0.9555555555555555,1.0,auc,1,0.24255041130932142,420
,goss,38,0.0371329428339413,120000,315,0.673469387755102,0.8775510204081632,0.6,1.0,auc,1,0.242562548631991,206
,goss,97,0.042884687678484024,260000,375,0.673469387755102,0.02040816326530612,0.7333333333333333,1.0,auc,1,0.24263763014646877,320
balanced,goss,117,0.043845419886860144,120000,200,0.7142857142857142,0.7755102040816326,0.8666666666666667,1.0,auc,1,0.242653598035646,298
,gbdt,62,0.02071955918890094,260000,175,0.42857142857142855,0.04081632653061224,0.9555555555555555,0.5303030303030303,auc,1,0.24274483947223857,10
balanced,goss,89,0.01827493947281459,160000,255,0.32653061224489793,0.2857142857142857,0.8222222222222222,1.0,auc,1,0.24280813745319585,415
,dart,114,0.011561166452715621,180000,395,0.26530612244897955,0.26530612244897955,0.9555555555555555,0.696969696969697,auc,1,0.24282462341079425,482
balanced,goss,41,0.032390959551047066,200000,215,0.36734693877551017,0.44897959183673464,0.9555555555555555,1.0,auc,1,0.24287154112235387,102
balanced,dart,134,0.037270312367259056,280000,450,0.16326530612244897,0.6326530612244897,1.0,0.8333333333333334,auc,1,0.24287589620510397,7
balanced,dart,138,0.00617133088915982,160000,210,0.26530612244897955,0.8163265306122448,0.9555555555555555,0.51010101010101,auc,1,0.24288586930255096,433
balanced,goss,85,0.031332196449772066,60000,365,0.42857142857142855,0.673469387755102,0.8222222222222222,1.0,auc,1,0.24295927466384137,391
balanced,gbdt,136,0.06461136515776175,120000,150,0.0,0.9591836734693877,0.6,0.7424242424242424,auc,1,0.24298125893093325,265
,gbdt,83,0.11494244934547872,160000,350,0.32653061224489793,0.061224489795918366,0.6444444444444444,0.6565656565656566,auc,1,0.2430001252559364,104
balanced,goss,138,0.08305352042021888,280000,385,0.6326530612244897,0.4693877551020408,0.7777777777777778,1.0,auc,1,0.24307673854847311,150
,goss,88,0.008200889007454273,80000,375,0.7346938775510203,0.0,0.6888888888888889,1.0,auc,1,0.24308017607822419,331
,goss,117,0.024284996692974452,60000,365,0.673469387755102,0.16326530612244897,0.7333333333333333,1.0,auc,1,0.24309584035912235,47
balanced,goss,83,0.010272695546664568,100000,155,0.42857142857142855,0.7959183673469387,0.8666666666666667,1.0,auc,1,0.24309766481219852,247
balanced,goss,107,0.13323765904001916,280000,270,0.6122448979591836,1.0,0.7333333333333333,1.0,auc,1,0.24310150070516734,253
balanced,goss,54,0.010978685969402198,100000,335,0.8163265306122448,0.3877551020408163,0.6888888888888889,1.0,auc,1,0.2431811273729524,424
,goss,51,0.03754657786758937,120000,125,0.6326530612244897,0.3469387755102041,0.7333333333333333,1.0,auc,1,0.2431908467626499,480
balanced,dart,49,0.011820167638891784,80000,395,0.4693877551020408,0.22448979591836732,1.0,0.7727272727272727,auc,1,0.24330108235931047,85
balanced,gbdt,78,0.08153418369872095,140000,170,1.0,0.673469387755102,0.6,0.6313131313131313,auc,1,0.24331227129157484,88
balanced,dart,139,0.007153611964206487,60000,355,0.2857142857142857,0.6326530612244897,0.9111111111111111,0.5252525252525253,auc,1,0.2434058117969562,426
,goss,145,0.032390959551047066,240000,200,0.673469387755102,0.22448979591836732,0.9111111111111111,1.0,auc,1,0.24343690122868555,243
,gbdt,114,0.16203960182341529,140000,445,0.02040816326530612,0.3877551020408163,0.6888888888888889,0.601010101010101,auc,1,0.24347057651707982,411
,goss,149,0.13031818168665613,280000,375,0.3061224489795918,0.6938775510204082,0.8222222222222222,1.0,auc,1,0.24348443821142607,289
balanced,goss,78,0.008732190793608503,60000,375,0.6122448979591836,0.6326530612244897,0.8666666666666667,1.0,auc,1,0.24355272512399728,115
,dart,97,0.0054835473220934666,140000,355,0.5918367346938775,1.0,0.9111111111111111,0.6363636363636364,auc,1,0.2435627007445046,493
,goss,131,0.05741054640417811,100000,185,0.3061224489795918,0.4693877551020408,0.9111111111111111,1.0,auc,1,0.243585091504676,214
balanced,goss,132,0.008080649684776451,60000,105,1.0,0.1020408163265306,0.6444444444444444,1.0,auc,1,0.24360232737192078,332
balanced,dart,35,0.016419113357517282,260000,440,0.42857142857142855,0.061224489795918366,1.0,0.7929292929292929,auc,1,0.24362994955785333,277
balanced,dart,96,0.15330849225623966,260000,420,0.6326530612244897,0.9387755102040816,0.9555555555555555,0.696969696969697,auc,1,0.2436311822130739,225
,dart,67,0.051012245761693865,200000,120,1.0,0.8571428571428571,0.8222222222222222,0.9646464646464648,auc,1,0.24366203223439653,496
,goss,30,0.035919178553436674,160000,375,0.24489795918367346,0.16326530612244897,0.9555555555555555,1.0,auc,1,0.2436669325785532,414
balanced,dart,135,0.006263159724102542,260000,305,0.18367346938775508,0.3469387755102041,0.6,0.803030303030303,auc,1,0.24370649725081717,386
balanced,goss,68,0.11325719275394726,20000,380,0.2857142857142857,0.5102040816326531,0.6444444444444444,1.0,auc,1,0.24377991831115087,237
balanced,goss,125,0.008446761725321852,200000,160,0.5714285714285714,0.6530612244897959,0.9555555555555555,1.0,auc,1,0.24386345067657833,200
,dart,127,0.009647663224128009,140000,240,0.7755102040816326,0.2040816326530612,0.9555555555555555,0.7878787878787878,auc,1,0.24388231784260161,325
balanced,goss,42,0.17253747952889908,100000,400,0.673469387755102,0.5918367346938775,0.6444444444444444,1.0,auc,1,0.2439115828212548,449
balanced,gbdt,127,0.005838803744176648,80000,340,0.08163265306122448,0.6326530612244897,0.9555555555555555,0.5858585858585859,auc,1,0.24392323543596972,273
balanced,goss,64,0.008021192742094972,260000,110,0.836734693877551,0.9591836734693877,0.6444444444444444,1.0,auc,1,0.24396900823874568,235
balanced,dart,68,0.024920898379346815,220000,190,0.3469387755102041,0.7959183673469387,1.0,0.9696969696969697,auc,1,0.24396995410609024,326
balanced,dart,79,0.010698544988293692,20000,350,0.6530612244897959,0.6530612244897959,0.9555555555555555,0.5,auc,1,0.2439750809650112,304
,dart,138,0.014916071147326697,240000,400,0.02040816326530612,0.5102040816326531,0.9555555555555555,0.702020202020202,auc,1,0.2441136098816954,147
,goss,30,0.08908973256031148,180000,150,0.04081632653061224,0.5306122448979591,0.9111111111111111,1.0,auc,1,0.24412291100403127,488
,gbdt,120,0.028359065923651342,220000,130,0.4081632653061224,0.3877551020408163,0.8666666666666667,0.5050505050505051,auc,1,0.2441379989057767,178
,goss,30,0.027432093305280215,80000,180,0.04081632653061224,0.3877551020408163,0.9111111111111111,1.0,auc,1,0.24420940488179688,395
balanced,goss,85,0.005991692591322071,60000,330,0.42857142857142855,0.7142857142857142,0.9111111111111111,1.0,auc,1,0.24422709181618973,122
balanced,goss,132,0.07771271823726773,260000,150,0.6122448979591836,0.6122448979591836,0.6888888888888889,1.0,auc,1,0.24427720372233286,456
balanced,dart,61,0.017547515998050538,20000,150,0.9795918367346939,0.5510204081632653,1.0,0.5909090909090909,auc,1,0.24441245742615758,422
,goss,66,0.07298436232037893,220000,315,0.8163265306122448,0.8163265306122448,0.9555555555555555,1.0,auc,1,0.2444997707379032,26
,goss,63,0.013854191076355483,200000,355,0.8163265306122448,0.673469387755102,0.8666666666666667,1.0,auc,1,0.24450747139886653,176
,gbdt,74,0.12935930820975056,240000,165,1.0,0.12244897959183673,1.0,0.6767676767676768,auc,1,0.2445300855900614,231
balanced,dart,141,0.03526209229500769,140000,380,0.44897959183673464,0.9183673469387754,1.0,0.5454545454545454,auc,1,0.24456020532554157,397
,goss,72,0.061583063540367876,80000,425,0.9183673469387754,0.44897959183673464,1.0,1.0,auc,1,0.24457176262463776,254
balanced,goss,38,0.027840280325796125,120000,375,0.7551020408163265,0.4693877551020408,0.9555555555555555,1.0,auc,1,0.24458133371444624,174
,goss,88,0.16025447891850195,200000,205,0.1020408163265306,0.7959183673469387,0.8666666666666667,1.0,auc,1,0.24459451670552002,74
,goss,143,0.1284074900672029,120000,185,0.14285714285714285,0.5510204081632653,0.8666666666666667,1.0,auc,1,0.24461956172532928,216
balanced,goss,133,0.01729023883744441,20000,330,0.5306122448979591,0.836734693877551,0.6444444444444444,1.0,auc,1,0.24468641413784054,303
balanced,goss,38,0.1510607226238384,80000,470,0.04081632653061224,0.5714285714285714,0.6444444444444444,1.0,auc,1,0.2447555530038381,394
,goss,98,0.018753468046486473,280000,310,0.9591836734693877,0.6122448979591836,0.6,1.0,auc,1,0.24482216095982157,69
,goss,89,0.057836101016393276,200000,315,0.12244897959183673,0.7755102040816326,0.7333333333333333,1.0,auc,1,0.24490637286954164,408
balanced,goss,140,0.015250231211196221,180000,110,0.4897959183673469,1.0,0.6888888888888889,1.0,auc,1,0.24494343943157804,175
,goss,55,0.1095551555712299,260000,375,0.6122448979591836,0.9183673469387754,0.6444444444444444,1.0,auc,1,0.24494739699213053,221
,goss,67,0.04272662488912983,200000,300,0.32653061224489793,0.836734693877551,0.9111111111111111,1.0,auc,1,0.24495372370648583,207
balanced,goss,62,0.008700006009044876,280000,375,0.6938775510204082,0.673469387755102,1.0,1.0,auc,1,0.24496294521224615,497
balanced,goss,98,0.005037062407420691,260000,105,0.2857142857142857,0.4693877551020408,0.7333333333333333,1.0,auc,1,0.24499344032305936,106
,dart,80,0.042100178118260397,280000,135,1.0,0.673469387755102,1.0,0.5656565656565656,auc,1,0.24501403550518008,193
,dart,41,0.16938117107675146,120000,150,0.3877551020408163,0.36734693877551017,0.9111111111111111,0.7272727272727273,auc,1,0.24509685524618852,77
balanced,goss,97,0.13824951937907706,220000,430,0.22448979591836732,0.9795918367346939,1.0,1.0,auc,1,0.24511703160026754,293
balanced,goss,71,0.03810526748634296,260000,305,0.4081632653061224,0.4897959183673469,0.8666666666666667,1.0,auc,1,0.24512353829293754,91
balanced,dart,138,0.008261677945375495,20000,90,0.7755102040816326,0.36734693877551017,0.7333333333333333,0.7121212121212122,auc,1,0.24517218486161463,168
balanced,goss,107,0.018753468046486473,100000,110,1.0,0.42857142857142855,0.6888888888888889,1.0,auc,1,0.24519583575033188,165
balanced,goss,116,0.06068014852203403,120000,295,0.673469387755102,0.9591836734693877,0.6444444444444444,1.0,auc,1,0.24520546122611098,258
balanced,dart,70,0.030987022671792253,160000,120,0.14285714285714285,0.6938775510204082,0.8222222222222222,0.7272727272727273,auc,1,0.24531289594528471,219
,goss,128,0.005991692591322071,60000,260,0.7142857142857142,0.9183673469387754,1.0,1.0,auc,1,0.24537910497737037,250
,goss,113,0.054922173584349414,40000,215,0.5918367346938775,0.2857142857142857,0.6444444444444444,1.0,auc,1,0.24541805962967533,278
,gbdt,51,0.17253747952889908,260000,230,0.6530612244897959,0.24489795918367346,0.6,0.6464646464646464,auc,1,0.2454393368791491,25
balanced,goss,132,0.030987022671792253,200000,315,0.5918367346938775,0.42857142857142855,0.8666666666666667,1.0,auc,1,0.24550885840932146,262
balanced,goss,87,0.16505910488604397,220000,430,0.24489795918367346,0.22448979591836732,1.0,1.0,auc,1,0.24551335674583963,40
balanced,goss,148,0.13876095937033864,40000,220,0.6122448979591836,0.18367346938775508,0.9111111111111111,1.0,auc,1,0.2457256358420815,430
,dart,44,0.02473753188230597,60000,385,1.0,0.061224489795918366,1.0,0.8585858585858586,auc,1,0.24581604859347228,73
balanced,goss,147,0.011863895143053077,240000,365,0.5306122448979591,0.02040816326530612,0.9555555555555555,1.0,auc,1,0.24586883606509757,133
,dart,54,0.014916071147326697,140000,325,0.7755102040816326,0.4897959183673469,0.8666666666666667,0.6666666666666667,auc,1,0.24591191171620708,143
balanced,goss,94,0.08778352184451428,220000,135,0.7551020408163265,0.0,1.0,1.0,auc,1,0.24598471042161907,459
,goss,97,0.1499492267569419,220000,225,0.24489795918367346,0.18367346938775508,1.0,1.0,auc,1,0.24607815925580245,121
balanced,dart,48,0.005585729675955174,240000,65,0.9795918367346939,0.32653061224489793,0.6888888888888889,0.8383838383838385,auc,1,0.2461384595605547,215
,dart,87,0.09734543338283685,60000,105,0.7346938775510203,0.24489795918367346,0.7333333333333333,0.6515151515151515,auc,1,0.24616438288575548,345
balanced,goss,117,0.14720613573058514,20000,480,0.5102040816326531,0.7959183673469387,0.6888888888888889,1.0,auc,1,0.24617148249764154,180
,gbdt,146,0.030308041131661214,160000,120,0.2040816326530612,0.12244897959183673,0.7333333333333333,0.8080808080808082,auc,1,0.24624230452532758,280
balanced,goss,50,0.09989441973977974,100000,210,1.0,0.9795918367346939,0.7333333333333333,1.0,auc,1,0.24630424285701946,383
,dart,87,0.1764027825708195,20000,170,0.836734693877551,0.42857142857142855,0.9555555555555555,0.702020202020202,auc,1,0.2463520509285928,441
,goss,47,0.008292241179990454,260000,135,0.18367346938775508,0.5306122448979591,1.0,1.0,auc,1,0.24659712084035634,276
,gbdt,77,0.022390172950796913,180000,125,0.8163265306122448,0.5510204081632653,0.9111111111111111,0.893939393939394,auc,1,0.24662244928396115,309
,gbdt,70,0.012310166759971456,260000,105,0.8775510204081632,0.7142857142857142,0.8222222222222222,0.7070707070707071,auc,1,0.24674832981805594,461
balanced,goss,131,0.12421023520674607,220000,360,0.2857142857142857,0.2040816326530612,1.0,1.0,auc,1,0.24690710068839183,9
,goss,48,0.0884342155747991,240000,160,0.8775510204081632,1.0,0.7333333333333333,1.0,auc,1,0.2469417137142691,306
balanced,goss,95,0.06068014852203403,40000,190,0.9183673469387754,0.3061224489795918,1.0,1.0,auc,1,0.24694299823239996,371
balanced,goss,121,0.051012245761693865,20000,245,0.4897959183673469,0.9795918367346939,1.0,1.0,auc,1,0.24728062493629266,268
balanced,goss,44,0.006194161098119677,160000,355,0.16326530612244897,0.3469387755102041,1.0,1.0,auc,1,0.24730574452655674,314
,goss,136,0.1764027825708195,280000,355,0.836734693877551,0.18367346938775508,0.6444444444444444,1.0,auc,1,0.24783264674316074,76
balanced,goss,52,0.13176983516071486,220000,365,0.5714285714285714,0.8775510204081632,0.6444444444444444,1.0,auc,1,0.24783421720814736,233
